state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,Jeffersontown,1,0,0,0,0
,,Lakeside Park-Crestview Hills,0,1,0,0,0
,,Leitchfield,1,0,0,0,0
,,Ludlow,2,0,1,0,0
,,Mayfield,0,0,0,2,0
,,Maysville,1,0,0,0,0
,,Meadow Vale,0,0,1,0,0
,,Monticello,1,0,0,0,0
,,Mount Washington,2,0,0,0,0
,,Nicholasville,1,0,0,0,0
,,Oak Grove,2,0,0,0,0
,,Paducah,3,0,1,0,0
,,Pikeville,1,0,0,0,0
,,Princeton,0,0,0,0,1
,,Richmond,1,0,0,0,0
,,Shelbyville,3,0,2,2,0
,,Shively,4,0,0,0,0
,,St. Matthews,1,0,0,0,0
,,Versailles,1,0,0,0,0
,,Vine Grove,1,0,0,0,0
,,West Point3,1,0,0,0,0
,,Whitesburg,1,0,0,0,0
,,Wilmore,0,0,0,0,1
,Universities and Colleges,,4,1,4,0,0
,,Eastern Kentucky University,0,1,2,0,0
,,Murray State University,1,0,0,0,0
,,Northern Kentucky University,1,0,0,0,0
,,University of Kentucky,1,0,1,0,0
,,University of Louisville,1,0,1,0,0
,Metropolitan Counties,,10,0,3,1,0
,,Boone,2,0,2,0,0
,,Bullitt,2,0,0,0,0
,,Clark,0,0,0,1,0
,,Kenton County Police Department,1,0,1,0,0
,,Oldham County Police Department,1,0,0,0,0
,,Shelby,2,0,0,0,0
,,Warren,2,0,0,0,0
,Nonmetropolitan Counties,,10,4,3,5,0
,,Allen,0,1,2,1,0
,,Ballard,1,0,0,1,0
,,Fleming,1,0,0,0,0
,,Franklin,0,0,0,1,0
,,Graves,0,0,1,0,0
,,Harrison,0,0,0,1,0
,,Laurel,1,0,0,0,0
,,Madison,1,0,0,0,0
,,Marshall,0,1,0,0,0
,,McCracken,4,1,0,1,0
,,Ohio,1,0,0,0,0
,,Rowan,0,1,0,0,0
,,Union,1,0,0,0,0
,State Police Agencies,,4,1,1,0,0
,,State Police:,,,,,
,,Campbellsburg,1,0,0,0,0
,,Columbia,1,0,0,0,0
,,Harlan,0,0,1,0,0
,,London,1,0,0,0,0
,,Madisonville,0,1,0,0,0
,,Pikeville,1,0,0,0,0
,Other Agencies,,8,0,1,0,0
,,Cincinnati-Northern Kentucky International Airport,1,0,0,0,0
,,Clark County School System,1,0,0,0,0
,,Fayette County Schools,2,0,1,0,0
,,Jefferson County Board of Education,1,0,0,0,0
,,Ohio County School System,2,0,0,0,0
,,Park Security,1,0,0,0,0
LOUISIANA,Total,,9,0,3,1,0
,Cities,,1,0,1,0,0
,,Farmerville,1,0,0,0,0
,,Houma,0,0,1,0,0
,Universities and Colleges,,1,0,0,0,0
,,University of New Orleans,1,0,0,0,0
,Metropolitan Counties,,5,0,1,1,0
,,Bossier,1,0,0,0,0
,,Jefferson,3,0,1,0,0
,,Lafayette,0,0,0,1,0
,,Livingston,1,0,0,0,0
,Nonmetropolitan Counties,,2,0,1,0,0
,,East Carroll,1,0,1,0,0
,,St. James,1,0,0,0,0
MAINE,Total,,28,6,14,2,0
,Cities,,22,5,13,1,0
,,Auburn,1,0,0,0,0
,,Augusta,5,0,2,0,0
,,Biddeford,0,0,1,0,0
,,Ellsworth,1,0,0,0,0
,,Gorham,1,0,0,1,0
,,Kennebunk,1,0,0,0,0
,,Lewiston,2,0,0,0,0
,,Old Orchard Beach,0,1,1,0,0
,,Orono,0,1,1,0,0
,,Portland,4,1,3,0,0
,,Rumford,1,0,0,0,0
,,Saco,0,1,1,0,0
,,Sanford,3,0,1,0,0
,,South Portland,2,1,3,0,0
,,Topsham,1,0,0,0,0
,Universities and Colleges,,1,0,0,0,0
,,University of Southern Maine,1,0,0,0,0
,Metropolitan Counties,,2,1,0,0,0
,,Cumberland,0,1,0,0,0
,,Sagadahoc,1,0,0,0,0
,,York,1,0,0,0,0
,Nonmetropolitan Counties,,1,0,0,1,0
,,Aroostook,1,0,0,0,0
,,Washington,0,0,0,1,0
,State Police Agencies,,2,0,1,0,0
,,State Police:,,,,,
,,Kennebec County,0,0,1,0,0
,,Somerset County,1,0,0,0,0
,,York County,1,0,0,0,0
MARYLAND,Total,,62,26,9,5,0
,Cities,,6,3,1,0,0
,,Aberdeen,1,0,0,0,0
,,Annapolis,0,2,0,0,0
,,Baltimore,5,1,1,0,0
,Universities and Colleges,,2,3,5,0,0
,,Towson University,2,2,5,0,0
,,"University of Maryland, College Park",0,1,0,0,0
,Metropolitan Counties,,48,20,3,5,0
,,Anne Arundel County Police Department,1,0,0,0,0
,,Baltimore County Police Department,30,8,2,1,0
,,Charles,5,1,0,0,0
,,Frederick,1,0,0,0,0
,,Harford,1,0,0,0,0
,,Howard County Police Department,2,0,0,0,0
,,Montgomery County Police Department,3,9,1,3,0
,,Prince George's County Police Department,5,2,0,0,0
,,Wicomico,0,0,0,1,0
,State Police Agencies,,6,0,0,0,0
,,State Police:,,,,,
,,Allegany County,1,0,0,0,0
,,Carroll County,2,0,0,0,0
,,Cecil County,2,0,0,0,0
,,Worcester County,1,0,0,0,0
MASSACHUSETTS,Total,,158,59,66,36,3
,Cities,,150,58,57,36,3
,,Acton,1,2,0,0,0
,,Amesbury,1,0,0,0,0
,,Amherst,0,0,0,1,0
,,Andover,1,0,0,0,0
,,Arlington,1,0,0,1,0
,,Barnstable,4,3,3,0,0
,,Belmont,1,0,0,0,0
,,Bernardston,1,0,0,0,0
,,Beverly,1,0,0,0,0
,,Boston,66,22,32,14,0
,,Braintree,0,1,0,0,0
,,Burlington,1,0,0,0,0
,,Cambridge,8,2,2,4,1
,,Chelsea,1,0,1,0,0
,,Cohasset,1,0,0,0,0
,,Douglas,1,0,0,0,0
,,Duxbury,1,0,0,0,0
,,East Longmeadow,2,0,0,0,0
,,Erving,1,0,0,0,0
,,Everett,1,0,0,1,0
,,Framingham,0,0,0,1,0
,,Hardwick,0,1,0,0,0
,,Haverhill,3,0,0,2,0
,,Holbrook,0,0,3,0,0
,,Holyoke,0,1,0,0,0
,,Ipswich,0,0,1,0,0
,,Lakeville,1,0,1,0,0
,,Lawrence,1,0,0,0,0
,,Lenox,1,1,0,0,0
,,Lowell,0,1,1,0,0
,,Lynn,0,0,0,1,0
,,Malden,1,0,0,0,0
,,Marion,0,0,1,0,0
,,Medford,0,1,0,0,0
,,Milton,1,0,0,0,0
,,Monson,0,0,1,0,0
,,Nantucket,0,0,1,0,0
,,Natick,0,1,0,0,0
,,Needham,2,0,0,0,0
,,New Bedford,0,0,2,1,0
,,Newbury,0,1,0,0,0
,,Newburyport,0,0,0,1,0
,,Newton,0,1,0,0,0
,,Norfolk,0,1,0,0,0
,,Northampton,2,1,1,0,0
,,North Attleboro,0,0,0,1,0
,,Northborough,1,0,0,0,0
,,North Reading,1,2,0,0,0
,,Norton,7,0,0,0,0
,,Oxford,2,0,0,0,0
,,Pittsfield,0,1,0,0,0
,,Plainville,2,0,0,0,0
,,Plymouth,6,2,1,1,0
,,Provincetown,0,0,1,0,0
,,Quincy,3,0,0,1,0
,,Randolph,2,0,0,0,0
,,Revere,8,2,1,1,2
,,Sharon,1,0,0,0,0
,,Somerville,0,1,0,0,0
,,Southbridge,2,0,0,1,0
,,South Hadley,1,0,1,0,0
,,Southwick,1,0,0,0,0
,,Springfield,1,1,0,3,0
,,Stoughton,0,1,0,0,0
,,Sturbridge,1,0,0,0,0
,,Tewksbury,0,1,0,0,0
,,Upton,1,0,0,0,0
,,Waltham,0,0,1,0,0
,,Watertown,0,0,1,0,0
,,Wellesley,1,0,0,0,0
,,West Boylston,0,1,0,0,0
,,Westport,1,0,0,0,0
,,Westwood,1,0,0,0,0
,,Wilbraham,0,0,0,1,0
,,Winthrop,0,0,1,0,0
,,Worcester,1,6,0,0,0
,Universities and Colleges,,8,1,9,0,0
,,Amherst College,0,0,1,0,0
,,Bentley College,0,0,1,0,0
,,Bridgewater State College,1,0,0,0,0
,,Dean College,1,0,1,0,0
,,Framingham State College,0,0,3,0,0
,,Harvard University,1,0,0,0,0
,,Northeastern University,2,1,2,0,0
,,Smith College,0,0,1,0,0
,,University of Massachusetts:,,,,,
,,Amherst,2,0,0,0,0
,,"Harbor Campus, Boston",1,0,0,0,0
MICHIGAN,Total,,194,26,62,25,7
,Cities,,161,22,54,21,6
,,Adrian,2,0,0,0,0
,,Adrian Township,0,0,0,1,0
,,Allegan,1,0,0,0,0
,,Ann Arbor,4,2,1,3,0
,,Auburn Hills,1,0,0,1,0
,,Bay City,2,0,0,0,0
,,Bellaire,0,0,0,0,1
,,Benton Township,0,0,1,0,0
,,Berrien Springs-Oronoko Township,2,0,0,0,0
,,Beverly Hills,1,0,0,0,0
,,Blackman Township,1,0,0,0,0
,,Bloomfield Township,0,0,1,0,0
,,Bridgeport Township,1,0,0,0,0
,,Cadillac,2,0,1,0,0
,,Canton Township,2,0,0,0,0
,,Carrollton Township,1,0,0,0,0
,,Cedar Springs,1,0,0,0,0
,,Chesterfield Township,1,1,0,0,0
,,Clinton Township,2,0,0,0,0
,,Coldwater,1,0,0,0,0
,,Covert Township,1,0,0,0,0
,,Croswell,0,0,0,0,2
,,Davison Township,0,1,0,1,0
,,Dearborn,3,1,0,0,0
,,Dearborn Heights,1,0,0,0,0
,,Decatur,0,1,0,0,0
,,Detroit,9,1,11,1,1
,,Dowagiac,1,0,0,0,0
,,East Lansing,1,0,1,0,0
,,Eastpointe,5,0,1,0,0
,,Escanaba,1,0,0,0,0
,,Evart,1,0,0,0,0
,,Farmington,1,0,0,0,0
,,Farmington Hills,0,0,0,1,0
,,Fenton,1,0,0,0,0
,,Ferndale,0,1,0,0,0
,,Flint,4,0,5,0,0
,,Forsyth Township,0,0,1,0,0
,,Frankfort,0,1,0,0,0
,,Fruitport,0,0,0,0,1
,,Garden City,1,0,0,0,0
,,Genesee Township,3,0,0,0,0
,,Gibraltar,2,0,0,0,0
,,Grand Blanc,1,0,0,0,0
,,Grand Ledge,1,0,0,0,0
,,Grand Rapids,3,1,3,1,0
,,Grandville,0,0,0,1,0
,,Greenville,5,0,0,0,0
,,Grosse Pointe Farms,0,0,0,1,0
,,Hampton Township,1,0,0,0,0
,,Hamtramck,2,1,0,0,0
,,Hazel Park,1,0,0,0,0
,,Holland,2,0,1,2,0
,,Inkster,1,0,0,0,0
,,Lansing,3,0,0,0,0
,,Lawton,1,0,1,0,0
,,Livonia,3,0,2,0,0
,,Madison Heights,1,0,0,0,0
,,Manistique,0,0,1,0,0
,,Melvindale,0,0,1,0,0
,,Meridian Township,4,0,1,0,0
,,Monroe,1,0,0,0,0
,,Mount Morris,2,0,0,0,0
,,Mount Pleasant,0,0,2,0,0
,,Mundy Township,1,0,0,0,0
,,Muskegon Township,0,0,0,1,0
,,New Baltimore,1,0,0,0,0
,,New Buffalo,1,0,0,0,0
,,Niles,1,1,0,0,0
,,Northfield Township,0,0,1,0,0
,,Northville Township,0,1,0,0,0
,,Oak Park,0,1,1,0,0
,,Owosso,1,0,0,0,0
,,Paw Paw,1,0,0,0,0
,,Plymouth,1,0,0,0,0
,,Plymouth Township,1,0,0,0,0
,,Pontiac,1,0,1,0,0
,,Portage,0,0,1,0,0
,,Port Huron,2,0,0,0,0
,,Redford Township,0,0,1,0,0
,,Reed City,1,0,0,0,0
,,Rochester,2,1,0,0,0
,,Rockwood,1,0,0,0,0
,,Roseville,4,0,0,0,0
,,Royal Oak,2,0,3,0,0
,,Saginaw,3,0,0,0,0
,,Saginaw Township,3,0,0,1,0
,,Saline,1,0,0,0,0
,,Sandusky,0,0,0,1,0
,,Scottville,0,0,1,0,0
,,Shelby Township,5,0,0,1,0
,,Southfield,1,0,0,0,0
,,Sparta,1,0,0,0,0
,,Stephenson,0,0,0,1,0
,,Sterling Heights,1,0,0,2,0
,,St. Joseph,0,1,2,0,0
,,Stockbridge,1,0,0,0,0
,,Summit Township,1,0,0,0,0
,,Taylor,2,0,0,0,0
,,Tecumseh,1,1,0,0,0
,,Traverse City,0,0,2,0,0
,,Trenton,0,1,0,0,0
,,Troy,3,0,1,0,0
,,Utica,1,0,0,0,0
,,Van Buren Township,1,0,0,0,0
,,Warren,8,2,2,0,0
,,Waterford Township,6,0,0,1,1
,,Wayne,0,1,0,0,0
,,West Bloomfield Township,1,0,0,0,0
,,Westland,1,0,0,0,0
,,White Lake Township,1,0,0,0,0
,,Wyandotte,1,0,0,0,0
,,Wyoming,3,0,2,0,0
,,Ypsilanti,2,0,1,0,0
,,Zeeland,0,1,0,0,0
,Universities and Colleges,,3,0,1,0,0
,,Central Michigan University,0,0,1,0,0
,,Michigan State University,2,0,0,0,0
,,"University of Michigan, Ann Arbor",1,0,0,0,0
,Metropolitan Counties,,25,4,6,2,0
,,Bay,2,0,0,0,0
,,Berrien,1,0,0,0,0
,,Calhoun,1,0,1,0,0
,,Cass,1,0,0,0,0
,,Genesee,0,2,0,0,0
,,Ingham,1,0,0,0,0
,,Kalamazoo,1,0,0,0,0
,,Kent,1,0,0,0,0
,,Macomb,2,1,2,0,0
,,Monroe,1,0,1,0,0
,,Oakland,4,0,1,1,0
,,Ottawa,1,0,0,0,0
,,Saginaw,1,1,0,1,0
,,St. Clair,7,0,0,0,0
,,Washtenaw,1,0,1,0,0
,Nonmetropolitan Counties,,4,0,1,1,0
,,Branch,1,0,0,0,0
,,Crawford,2,0,0,0,0
,,Ogemaw,0,0,0,1,0
,,St. Joseph,1,0,0,0,0
,,Tuscola,0,0,1,0,0
,State Police Agencies,,1,0,0,1,1
,,State Police:,,,,,
,,Clare County,1,0,0,0,0
,,Grand Traverse County,0,0,0,1,0
,,Monroe County,0,0,0,0,1
MINNESOTA,Total,,86,15,28,22,2
,Cities,,81,15,26,21,2
,,Blaine,2,0,0,1,0
,,Brooklyn Park,6,0,2,1,0
,,Columbia Heights,1,0,0,0,0
,,Coon Rapids,0,1,0,0,0
,,Cottage Grove,1,0,0,0,0
,,Duluth,0,0,1,0,0
,,Eagan,1,0,0,0,0
,,Eden Prairie,2,0,0,0,0
,,Elk River,3,0,0,0,0
,,Forest Lake,0,0,0,1,0
,,Hibbing,1,0,0,0,0
,,Mankato,5,1,0,5,0
,,Maple Grove,1,0,0,0,0
,,Marshall,2,0,1,0,0
,,Minneapolis,25,5,18,9,2
,,New Brighton,0,0,0,1,0
,,New Hope,1,1,0,0,0
,,Oakdale,1,0,1,0,0
,,Plymouth,3,1,0,2,0
,,Rochester,6,1,1,1,0
,,Savage,1,0,0,0,0
,,South St. Paul,1,0,0,0,0
,,St. Louis Park,0,4,0,0,0
,,St. Paul,17,1,2,0,0
,,Winona,1,0,0,0,0
,Universities and Colleges,,1,0,1,0,0
,,"University of Minnesota, Twin Cities",1,0,1,0,0
,Metropolitan Counties,,0,0,1,1,0
,,Blue Earth,0,0,0,1,0
,,Carver,0,0,1,0,0
,Nonmetropolitan Counties,,4,0,0,0,0
,,Beltrami,2,0,0,0,0
,,Kanabec,1,0,0,0,0
,,Mille Lacs,1,0,0,0,0
MISSISSIPPI,Total,,1,0,0,1,0
,Cities,,0,0,0,1,0
,,Gulfport,0,0,0,1,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Adams,1,0,0,0,0
MISSOURI,Total,,81,17,21,5,0
,Cities,,69,17,20,5,0
,,Buffalo,0,1,0,0,0
,,Cape Girardeau,0,0,1,0,0
,,Chesterfield,1,0,0,0,0
,,Clarkton,1,0,0,0,0
,,Clayton,4,0,0,0,0
,,Columbia,2,1,1,0,0
,,Grandview,1,0,0,0,0
,,Herculaneum,1,0,0,0,0
,,Independence,10,4,2,0,0
,,Kansas City,28,5,10,1,0
,,Lee's Summit,1,0,0,0,0
,,Maplewood,1,0,0,0,0
,,Maryland Heights,0,1,0,0,0
,,Maryville,0,0,0,1,0
,,O'Fallon,1,0,0,1,0
,,Oran,1,0,0,0,0
,,Raytown,3,0,1,0,0
,,Rolla,1,0,0,1,0
,,Smithville,1,0,0,0,0
,,Springfield,6,3,3,0,0
,,Steelville,1,0,0,0,0
,,St. Louis,4,1,1,0,0
,,St. Peters,0,1,0,0,0
,,Summersville,1,0,0,0,0
,,Warrensburg,0,0,1,0,0
,,Willard,0,0,0,1,0
,Universities and Colleges,,2,0,1,0,0
,,Missouri Southern State University,1,0,0,0,0
,,Northwest Missouri State University,0,0,1,0,0
,,"University of Missouri, Columbia",1,0,0,0,0
,Metropolitan Counties,,8,0,0,0,0
,,Greene,2,0,0,0,0
,,Jefferson,1,0,0,0,0
,,St. Charles,1,0,0,0,0
,,St. Louis County Police Department,3,0,0,0,0
,,Warren,1,0,0,0,0
,Nonmetropolitan Counties,,2,0,0,0,0
,,Audrain,1,0,0,0,0
,,Shannon,1,0,0,0,0
MONTANA,Total,,8,6,10,4,0
,Cities,,4,2,4,2,0
,,Belgrade,0,0,0,1,0
,,Billings,1,1,0,0,0
,,Bozeman,0,0,0,1,0
,,Conrad,0,0,1,0,0
,,Eureka,0,0,1,0,0
,,Helena,0,1,0,0,0
,,Missoula,2,0,2,0,0
,,Whitefish,1,0,0,0,0
,Metropolitan Counties,,0,1,4,1,0
,,Missoula,0,1,4,1,0
,Nonmetropolitan Counties,,4,3,2,1,0
,,Flathead,3,0,0,0,0
,,Lewis and Clark,0,0,1,0,0
,,Park,0,0,1,0,0
,,Ravalli,1,1,0,1,0
,,Silver Bow,0,2,0,0,0
NEBRASKA,Total,,47,10,10,8,3
,Cities,,46,10,10,8,3
,,Hastings,0,0,0,0,1
,,Kearney,0,1,1,0,0
,,Lincoln,43,6,8,8,2
,,Omaha,2,3,0,0,0
,,Papillion,1,0,0,0,0
,,Ralston,0,0,1,0,0
,Nonmetropolitan Counties,,1,0,0,0,0
,,Saline,1,0,0,0,0
NEVADA,Total,,20,4,16,8,0
,Cities,,20,4,16,6,0
,,Las Vegas Metropolitan Police Department,15,4,13,3,0
,,North Las Vegas,2,0,1,3,0
,,Reno,3,0,2,0,0
,Universities and Colleges,,0,0,0,1,0
,,"University of Nevada, Las Vegas",0,0,0,1,0
,Nonmetropolitan Counties,,0,0,0,1,0
,,Lyon,0,0,0,1,0
NEW HAMPSHIRE,Total,,14,3,5,2,0
,Cities,,14,3,5,2,0
,,Bedford,1,0,0,0,0
,,Bow,1,0,0,0,0
,,Concord,0,0,1,0,0
,,Greenland,1,0,0,0,0
,,Hancock,1,0,1,0,0
,,Hanover,1,0,0,0,0
,,Hudson,0,0,0,1,0
,,Laconia,2,0,0,0,0
,,Lebanon,1,0,0,0,0
,,Manchester,2,0,0,1,0
,,Meredith,0,1,0,0,0
,,Merrimack,1,0,0,0,0
,,Northumberland,1,1,1,0,0
,,Pembroke,1,0,0,0,0
,,Plymouth,0,0,1,0,0
,,Rochester,0,1,0,0,0
,,Seabrook,0,0,1,0,0
,,Wilton,1,0,0,0,0
NEW JERSEY,Total,,221,210,66,50,2
,Cities,,220,210,66,50,2
,,Aberdeen Township,2,3,3,0,0
,,Asbury Park,0,0,2,0,0
,,Atlantic City,3,0,1,0,0
,,Bayonne,0,1,1,0,0
,,Bernards Township,0,2,0,0,0
,,Boonton Township,0,2,1,0,0
,,Bound Brook,0,1,0,0,0
,,Branchburg Township,1,0,0,1,0
,,Brick Township,0,0,0,1,0
,,Bridgewater Township,1,1,0,0,0
,,Brooklawn,1,0,0,0,0
,,Camden,1,0,0,0,0
,,Carney's Point Township,4,0,0,0,0
,,Carteret,0,1,0,0,0
,,Cinnaminson Township,0,0,0,1,0
,,Cliffside Park,0,1,0,2,0
,,Clifton,1,0,1,0,0
,,Cranford Township,0,2,0,0,0
,,Cresskill,0,1,0,0,0
,,Delanco Township,2,0,0,0,0
,,Denville Township,0,0,0,1,0
,,East Brunswick Township,1,12,1,0,0
,,East Hanover Township,0,1,0,0,0
,,East Windsor Township,0,0,0,1,0
,,Eatontown,1,0,0,0,0
,,Edgewater Park Township,1,0,0,1,0
,,Edison Township,1,1,0,0,0
,,Egg Harbor Township,2,1,0,0,0
,,Elizabeth,0,1,0,0,0
,,Evesham Township,1,0,1,0,0
,,Ewing Township,2,1,2,0,0
,,Fair Lawn,1,5,0,0,0
,,Fanwood,1,0,0,0,0
,,Florham Park,0,2,0,0,0
,,Freehold,6,1,2,1,0
,,Freehold Township,3,5,2,0,0
,,Frenchtown,1,0,0,0,0
,,Galloway Township,0,2,2,0,0
,,Gibbsboro,1,0,0,0,0
,,Glassboro,4,4,0,1,0
,,Glen Rock,0,1,0,0,0
,,Gloucester Township,1,1,0,0,0
,,"Greenwich Township, Warren County",0,1,0,0,0
,,Guttenberg,0,1,0,0,0
,,Hackettstown,2,0,0,1,0
,,Haddonfield,0,0,1,0,0
,,Haddon Heights,2,0,0,0,0
,,"Hamilton Township, Mercer County",1,4,0,0,0
,,Harding Township,1,0,0,0,0
,,Hardyston Township,1,0,0,0,0
,,Harrison Township,0,2,0,0,0
,,Hawthorne,0,0,1,0,0
,,Hazlet Township,0,0,1,0,0
,,Highland Park,0,1,0,0,0
,,Hillsborough Township,1,1,0,0,0
,,Hillside Township,0,1,0,0,0
,,Hoboken,2,2,1,2,1
,,Holmdel Township,0,1,0,0,0
,,Howell Township,2,1,4,2,0
,,Jackson Township,2,3,0,0,0
,,Jersey City,6,1,1,0,0
,,Keansburg,28,4,9,4,0
,,Lacey Township,1,0,0,0,0
,,Lakehurst,1,0,0,0,0
,,Lakewood Township,5,15,0,1,0
,,"Lawrence Township, Mercer County",0,0,0,2,0
,,Lincoln Park,1,0,0,0,0
,,Linden,2,0,0,0,0
,,Lindenwold,0,1,0,0,0
,,Little Egg Harbor Township,2,2,0,1,0
,,Little Falls Township,1,1,5,0,0
,,Little Ferry,1,0,0,0,0
,,Little Silver,0,0,1,0,0
,,Livingston Township,1,1,0,0,0
,,Lodi,1,0,1,1,0
,,Long Branch,0,1,0,0,0
,,Lower Township,2,0,0,0,0
,,Lumberton Township,7,0,0,0,0
,,Madison,4,1,1,0,0
,,Manalapan Township,3,3,0,0,0
,,Manasquan,1,0,0,0,0
,,Manchester Township,2,3,0,0,0
,,"Mansfield Township, Burlington County",1,0,0,0,0
,,"Mansfield Township, Warren County",0,0,0,1,0
,,Maple Shade Township,1,0,0,0,0
,,Margate City,1,0,0,0,0
,,Marlboro Township,1,5,1,0,0
,,Matawan,0,0,0,1,0
,,Medford Township,0,1,0,0,0
,,Mendham Township,0,0,0,1,0
,,Metuchen,2,1,0,0,0
,,Middle Township,0,1,0,1,0
,,Middletown Township,5,4,2,0,0
,,Millburn Township,1,3,0,0,0
,,Milltown,1,0,0,0,0
,,Millville,1,1,2,0,0
,,"Monroe Township, Middlesex County",0,1,0,0,0
,,Montgomery Township,3,2,0,1,0
,,Montville Township,1,1,0,0,0
,,Moorestown Township,1,0,0,0,0
,,Morris Township,2,0,0,1,0
,,Mount Laurel Township,2,0,0,0,0
,,Mount Olive Township,1,2,1,1,0
,,Neptune Township,10,0,2,3,0
,,Newark,0,1,0,1,0
,,New Brunswick,3,5,0,0,0
,,North Bergen Township,0,0,1,0,0
,,North Brunswick Township,4,1,0,0,0
,,North Hanover Township,1,1,0,0,0
,,North Plainfield,0,1,0,0,0
,,Oakland,2,0,0,0,0
,,Old Bridge Township,1,1,0,0,0
,,Oradell,0,1,0,0,0
,,Palmyra,1,3,0,0,0
,,Paramus,6,1,1,0,0
,,Park Ridge,0,2,0,1,0
,,Parsippany-Troy Hills Township,1,6,0,0,0
,,Passaic,1,2,2,0,0
,,Paulsboro,1,0,1,0,0
,,Pequannock Township,0,4,0,0,0
,,Phillipsburg,1,0,0,0,0
,,Piscataway Township,1,0,0,2,0
,,Plainsboro Township,0,1,0,0,0
,,Plumsted Township,0,2,0,0,0
,,Point Pleasant,0,0,0,0,1
,,Princeton,0,2,0,0,0
,,Ramsey,0,1,0,0,0
,,Randolph Township,0,2,0,0,0
,,Raritan,1,0,0,0,0
,,Raritan Township,1,0,0,0,0
,,Red Bank,0,1,0,0,0
,,Ridgewood,0,1,0,1,0
,,Ringwood,0,1,0,0,0
,,River Edge,0,1,0,0,0
,,Riverside Township,1,0,0,0,0
,,River Vale Township,0,2,0,1,0
,,Rockaway Township,1,1,0,0,0
,,Roseland,0,1,0,0,0
,,Runnemede,1,0,0,0,0
,,Sayreville,0,0,1,1,0
,,Scotch Plains Township,0,2,0,0,0
,,Sea Bright,1,0,0,0,0
,,Sea Girt,0,1,0,0,0
,,Sea Isle City,1,1,0,0,0
,,Secaucus,1,0,0,0,0
,,Somerville,1,3,0,0,0
,,South Brunswick Township,4,6,3,2,0
,,South Orange,0,1,0,0,0
,,South Plainfield,0,0,1,0,0
,,South Toms River,1,0,0,0,0
,,Spotswood,1,0,1,0,0
,,Stafford Township,1,3,0,0,0
,,Teaneck Township,1,8,0,2,0
,,Tinton Falls,0,3,0,1,0
,,Tuckerton,0,0,1,0,0
,,Union City,0,1,0,0,0
,,Union Township,1,0,0,0,0
,,Voorhees Township,1,1,0,0,0
,,Waldwick,1,0,0,0,0
,,Warren Township,2,0,0,0,0
,,"Washington Township, Gloucester County",0,1,0,1,0
,,West Deptford Township,0,0,0,1,0
,,West Long Branch,1,1,0,0,0
,,West New York,0,1,0,0,0
,,West Orange,0,1,0,0,0
,,West Windsor Township,1,0,0,0,0
,,Wharton,0,0,0,1,0
,,Wildwood,1,0,0,0,0
,,Winfield Township,1,0,0,0,0
,,Winslow Township,3,1,0,0,0
,,Woodbridge Township,5,3,0,1,0
,,Woodbury,2,0,1,0,0
,,Woodcliff Lake,0,1,0,0,0
,,Woodland Park,1,0,0,0,0
,State Police Agencies,,1,0,0,0,0
,,"State Police, Sussex County",1,0,0,0,0
NEW MEXICO,Total,,6,1,5,3,0
,Cities,,6,0,5,3,0
,,Albuquerque,3,0,5,1,0
,,Farmington,2,0,0,2,0
,,Gallup,1,0,0,0,0
,Metropolitan Counties,,0,1,0,0,0
,,Valencia,0,1,0,0,0
NEW YORK,Total,,160,283,114,67,2
,Cities,,106,172,86,42,1
,,Albany,2,0,1,0,0
,,Amherst Town,2,2,0,0,0
,,Auburn,4,0,0,0,0
,,Bethlehem Town,1,0,0,0,0
,,Binghamton,0,2,1,0,0
,,Blooming Grove Town,1,0,0,0,0
,,Brighton Town,1,0,0,0,0
,,Buffalo,19,0,6,6,0
,,Catskill Village,0,1,1,0,0
,,Cheektowaga Town,1,0,2,0,0
,,Clarkstown Town,1,4,1,0,0
,,Colonie Town,1,0,0,0,0
,,Dobbs Ferry Village,0,1,0,0,0
,,East Greenbush Town,0,0,1,0,0
,,East Rochester Village,1,0,0,0,1
,,Freeport Village,0,0,1,0,0
,,Goshen Village,0,1,0,0,0
,,Greece Town,1,0,0,0,0
,,Hastings-on-Hudson Village,0,2,0,0,0
,,Hudson Falls Village,1,0,0,1,0
,,Ithaca,6,0,2,1,0
,,New Rochelle,3,1,0,0,0
,,New York,45,139,61,26,0
,,Niagara Falls,0,0,0,1,0
,,Niskayuna Town,0,2,0,0,0
,,North Tonawanda,1,0,0,0,0
,,Orangetown Town,0,1,0,0,0
,,Plattsburgh City,0,1,0,0,0
,,Poughkeepsie,2,0,0,1,0
,,Ramapo Town,0,0,0,2,0
,,Rhinebeck Village,0,2,0,0,0
,,Rochester,0,1,5,0,0
,,Rockville Centre Village,0,3,0,0,0
,,Saratoga Springs,2,1,0,1,0
,,Saugerties Town,1,0,0,0,0
,,Scarsdale Village,0,1,0,0,0
,,Schenectady,3,0,0,0,0
,,South Nyack Village,1,0,1,0,0
,,Southold Town,0,1,0,0,0
,,Spring Valley Village,0,0,1,1,0
,,Tarrytown Village,0,1,0,0,0
,,Tonawanda,2,0,0,0,0
,,Utica,0,0,1,0,0
,,Vestal Town,1,0,0,2,0
,,Yonkers,3,5,1,0,0
,Universities and Colleges,,11,7,11,3,0
,,Cornell University,1,0,0,0,0
,,State University of New York:,,,,,
,,Albany,1,0,1,0,0
