state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,Daviess,4,0,0,0,0
,,Kenton County Police Department,1,0,0,0,0
,State Police Agencies,,2,0,0,0,0
,,State Police,2,0,0,0,0
,Other Agencies,,1,0,0,0,0
,,Jefferson County Board of Education,1,0,0,0,0
LOUISIANA,Total,,22,4,2,3,0
,Cities,,13,2,1,2,0
,,Alexandria,1,0,0,0,0
,,De Quincy,1,0,0,0,0
,,Jennings,0,0,0,1,0
,,Kentwood,2,0,0,0,0
,,Mamou,7,0,0,0,0
,,New Orleans,1,2,0,1,0
,,Port Allen,1,0,1,0,0
,Metropolitan Counties,,8,2,0,1,0
,,Bossier,1,1,0,0,0
,,Caddo,2,0,0,0,0
,,East Baton Rouge,1,0,0,0,0
,,Jefferson,1,0,0,0,0
,,Rapides,0,1,0,1,0
,,West Feliciana,3,0,0,0,0
,Nonmetropolitan Counties,,1,0,1,0,0
,,East Carroll,1,0,1,0,0
MAINE,Total,,39,7,21,5,0
,Cities,,32,7,13,5,0
,,Augusta,7,0,3,1,0
,,Baileyville,1,0,0,0,0
,,Bangor,5,1,0,1,0
,,Bar Harbor,2,0,0,0,0
,,Biddeford,0,1,0,0,0
,,Calais,1,0,1,0,0
,,Dixfield,1,0,0,0,0
,,Eliot,0,0,1,0,0
,,Gorham,1,0,0,0,0
,,Kennebunk,0,0,1,0,0
,,Lewiston,3,1,1,0,0
,,Mechanic Falls,0,1,0,0,0
,,Milo,1,0,0,0,0
,,Ogunquit,0,1,0,0,0
,,Old Orchard Beach,1,1,0,1,0
,,Old Town,1,0,0,0,0
,,Orono,0,0,1,0,0
,,Portland,3,1,2,2,0
,,Sabattus,0,0,1,0,0
,,Sanford,1,0,0,0,0
,,South Portland,2,0,2,0,0
,,Waterville,1,0,0,0,0
,,York,1,0,0,0,0
,Universities and Colleges,,1,0,5,0,0
,,University of Southern Maine,1,0,5,0,0
,Metropolitan Counties,,4,0,2,0,0
,,Cumberland,2,0,1,0,0
,,Penobscot,1,0,1,0,0
,,York,1,0,0,0,0
,Nonmetropolitan Counties,,2,0,0,0,0
,,Oxford,1,0,0,0,0
,,Waldo,1,0,0,0,0
,State Police Agencies,,0,0,1,0,0
,,"State Police, Kennebec County",0,0,1,0,0
MARYLAND,Total,,82,40,19,9,0
,Cities,,8,4,2,2,0
,,Annapolis,1,0,0,1,0
,,Baltimore,3,3,2,0,0
,,Bel Air,1,0,0,0,0
,,Cambridge,2,0,0,1,0
,,Chestertown,1,0,0,0,0
,,Frederick,0,1,0,0,0
,Universities and Colleges,,9,1,2,0,0
,,Frostburg State University,4,0,0,0,0
,,St. Mary's College,2,0,0,0,0
,,Towson University,2,1,2,0,0
,,"University of Maryland, College Park",1,0,0,0,0
,Metropolitan Counties,,57,32,15,6,0
,,Anne Arundel County Police Department,2,0,0,0,0
,,Baltimore County Police Department,8,5,5,2,0
,,Carroll,1,1,0,0,0
,,Cecil,1,0,0,0,0
,,Frederick,2,0,1,0,0
,,Harford,3,0,0,0,0
,,Howard County Police Department,21,10,5,3,0
,,Montgomery County Police Department,12,16,0,1,0
,,Prince George's County Police Department,7,0,4,0,0
,State Police Agencies,,5,2,0,1,0
,,State Police:,,,,,
,,Carroll County,4,1,0,0,0
,,Cecil County,1,0,0,0,0
,,Wicomico County,0,0,0,1,0
,,Worcester County,0,1,0,0,0
,Other Agencies,,3,1,0,0,0
,,"Maryland-National Capital Park Police, Prince George's County",1,1,0,0,0
,,State Fire Marshal,2,0,0,0,0
MASSACHUSETTS,Total,,171,58,80,42,2
,Cities,,156,53,72,40,2
,,Acton,2,1,1,0,0
,,Amherst,0,0,1,0,0
,,Andover,0,1,0,0,0
,,Arlington,5,1,0,1,0
,,Ashby,0,2,0,0,0
,,Attleboro,0,1,0,0,0
,,Auburn,0,1,0,0,0
,,Ayer,1,0,0,0,0
,,Barnstable,2,1,0,0,0
,,Bellingham,1,0,0,0,0
,,Belmont,2,0,0,1,0
,,Beverly,1,0,1,0,0
,,Billerica,1,0,0,0,0
,,Boston,73,22,49,20,0
,,Brockton,5,0,1,0,0
,,Brookline,2,0,0,0,0
,,Burlington,1,0,0,0,0
,,Cambridge,5,3,2,0,0
,,Carver,1,0,0,0,0
,,Chelmsford,0,0,1,1,1
,,Dalton,2,0,0,0,0
,,Danvers,0,1,0,0,0
,,Dartmouth,0,2,1,0,0
,,Dennis,0,1,0,0,0
,,Douglas,1,0,0,0,0
,,Egremont,1,0,0,0,0
,,Everett,5,0,1,2,0
,,Falmouth,2,0,3,0,0
,,Greenfield,2,0,0,1,0
,,Hamilton,1,0,1,0,0
,,Haverhill,1,0,0,1,0
,,Lancaster,0,0,0,1,0
,,Lexington,1,0,0,0,0
,,Lowell,0,0,2,1,0
,,Lynn,1,0,0,0,0
,,Malden,3,0,0,2,0
,,Mansfield,0,1,0,0,0
,,Medford,1,0,0,0,0
,,Middleboro,1,1,0,0,0
,,Milford,0,0,0,1,0
,,Milton,0,1,0,0,0
,,Monson,1,0,0,0,0
,,New Bedford,2,0,2,0,0
,,Newton,0,1,1,0,1
,,Northampton,0,0,1,0,0
,,North Attleboro,3,0,0,0,0
,,Oxford,1,0,0,0,0
,,Palmer,2,1,0,0,0
,,Peabody,0,1,0,0,0
,,Pittsfield,1,0,0,0,0
,,Plainville,2,0,0,0,0
,,Plymouth,1,0,0,0,0
,,Quincy,5,1,0,0,0
,,Randolph,2,0,0,0,0
,,Revere,2,1,2,6,0
,,Rochester,0,0,0,1,0
,,Salem,2,1,1,0,0
,,Scituate,0,0,1,0,0
,,Sharon,0,1,0,0,0
,,Somerville,1,0,0,0,0
,,Southborough,1,0,0,1,0
,,Springfield,2,0,0,0,0
,,Sunderland,1,0,0,0,0
,,Uxbridge,1,0,0,0,0
,,Waltham,1,0,0,0,0
,,West Boylston,0,1,0,0,0
,,West Springfield,0,4,0,0,0
,,Winchester,1,0,0,0,0
,,Winthrop,0,1,0,0,0
,Universities and Colleges,,13,5,8,1,0
,,Assumption College,1,0,0,0,0
,,Bentley College,1,0,0,0,0
,,Boston College,1,0,0,0,0
,,Boston University,1,0,0,0,0
,,Clark University,0,0,1,0,0
,,Dean College,0,0,2,0,0
,,Emerson College,0,0,1,0,0
,,Framingham State College,0,0,1,0,0
,,Harvard University,1,1,0,0,0
,,Massachusetts Institute of Technology,2,0,0,0,0
,,Northeastern University,3,2,0,1,0
,,University of Massachusetts:,,,,,
,,Amherst,3,1,2,0,0
,,"Harbor Campus, Boston",0,1,0,0,0
,,Westfield State College,0,0,1,0,0
,Other Agencies,,2,0,0,1,0
,,Massachusetts Bay Transportation Authority:,,,,,
,,Middlesex County,1,0,0,1,0
,,Suffolk County,1,0,0,0,0
MICHIGAN,Total,,425,73,73,53,4
,Cities,,381,61,56,47,4
,,Adrian,5,2,1,0,0
,,Albion,1,0,0,0,0
,,Ann Arbor,5,0,8,2,1
,,Argentine Township,1,0,0,0,0
,,Auburn Hills,1,0,0,0,0
,,Bay City,1,0,0,0,0
,,Benton Harbor,4,0,0,0,0
,,Benton Township,11,0,0,0,0
,,Berkley,0,1,0,0,0
,,Berrien Springs-Oronoko Township,1,0,0,0,0
,,Birmingham,1,4,0,0,0
,,Blissfield,0,0,0,1,0
,,Bloomfield Township,2,0,0,0,0
,,Bridgman,1,0,0,0,0
,,Brighton,3,3,0,0,0
,,Buchanan,11,0,0,0,0
,,Burton,10,0,0,0,0
,,Cadillac,1,0,0,0,0
,,Canton Township,3,0,0,0,0
,,Capac,1,0,0,0,0
,,Carleton,1,0,0,0,0
,,Center Line,1,0,0,0,0
,,Chelsea,1,0,0,0,0
,,Chesterfield Township,5,1,1,0,0
,,Chikaming Township,1,0,0,1,0
,,Clare,1,1,0,0,1
,,Clawson,1,0,1,0,0
,,Clinton Township,5,1,2,2,1
,,Clio,1,0,0,0,0
,,Coloma Township,1,1,0,0,0
,,Constantine,1,0,0,0,0
,,Croswell,1,0,0,0,0
,,Dearborn,10,4,1,4,0
,,Dearborn Heights,1,0,1,0,0
,,Detroit,28,9,6,5,0
,,Douglas,1,0,1,1,0
,,Eastpointe,9,1,0,1,0
,,Eaton Rapids,1,0,0,0,0
,,Eau Claire,1,0,0,0,0
,,Elk Rapids,1,0,0,0,0
,,Emmett Township,3,0,0,1,0
,,Escanaba,0,0,1,0,0
,,Essexville,2,0,0,0,0
,,Farmington,0,1,0,0,0
,,Farmington Hills,1,2,0,0,0
,,Ferndale,3,1,1,0,0
,,Flint,23,2,8,1,0
,,Fowlerville,1,0,0,0,0
,,Fraser,1,0,0,0,0
,,Fremont,3,0,0,0,0
,,Garden City,5,2,0,0,0
,,Genesee Township,9,0,0,1,0
,,Gibraltar,0,0,1,0,0
,,Gladstone,1,0,0,0,0
,,Grand Blanc,1,0,0,0,0
,,Grand Blanc Township,1,0,0,1,0
,,Grand Ledge,1,0,1,0,0
,,Grand Rapids,10,0,2,0,0
,,Grant,0,0,0,1,0
,,Green Oak Township,2,0,0,0,0
,,Greenville,11,0,0,0,0
,,Grosse Pointe Woods,1,0,0,0,0
,,Hamburg Township,1,0,0,0,0
,,Hampton Township,1,0,0,0,0
,,Hamtramck,6,0,0,1,0
,,Hancock,0,1,0,0,0
,,Hartford,1,0,0,0,0
,,Hastings,2,0,1,0,0
,,Hillsdale,1,0,0,0,0
,,Holland,2,0,1,0,0
,,Hudson,2,0,0,0,0
,,Inkster,5,0,2,0,0
,,Ionia,1,0,0,0,0
,,Jonesville,1,0,0,0,0
,,Kalamazoo,1,0,0,0,0
,,Kalkaska,1,0,0,0,0
,,Kentwood,5,0,0,0,0
,,Laingsburg,0,0,0,1,0
,,Lake Odessa,1,0,0,0,0
,,Lansing,2,2,2,2,1
,,Lincoln Township,1,0,0,0,0
,,Livonia,3,1,0,0,0
,,Luna Pier,1,0,0,0,0
,,Mackinac Island,0,0,1,0,0
,,Madison Heights,1,0,0,0,0
,,Madison Township,1,0,0,0,0
,,Marshall,0,0,2,0,0
,,Mason,1,0,0,0,0
,,Meridian Township,1,0,0,0,0
,,Milan,1,0,0,0,0
,,Monroe,3,0,0,0,0
,,Mount Morris,1,0,0,0,0
,,Mount Morris Township,2,0,0,0,0
,,Mount Pleasant,1,1,0,1,0
,,Mundy Township,2,1,0,0,0
,,Muskegon,3,0,0,1,0
,,Muskegon Heights,2,0,0,0,0
,,New Baltimore,1,0,0,0,0
,,New Buffalo,2,0,0,0,0
,,Niles,5,0,0,0,0
,,Northville,0,0,0,1,0
,,Northville Township,3,0,0,0,0
,,Norton Shores,1,0,0,0,0
,,Oak Park,1,3,0,1,0
,,Ontwa Township-Edwardsburg,1,0,0,0,0
,,Oscoda Township,2,0,0,0,0
,,Parchment,1,0,0,0,0
,,Plymouth,0,1,1,0,0
,,Plymouth Township,2,1,0,0,0
,,Pontiac,2,0,0,0,0
,,Portage,3,0,0,2,0
,,Port Huron,4,0,0,0,0
,,Raisin Township,0,0,0,2,0
,,"Richfield Township, Roscommon County",1,0,0,0,0
,,Riverview,1,0,0,1,0
,,Rochester,2,0,0,0,0
,,Romulus,1,1,2,0,0
,,Roseville,1,1,0,0,0
,,Royal Oak,1,0,1,1,0
,,Saginaw,3,0,0,0,0
,,Saginaw Township,2,0,0,0,0
,,Saline,4,0,0,0,0
,,Sandusky,1,0,0,0,0
,,Scottville,1,0,0,0,0
,,Shelby Township,2,2,0,1,0
,,Southfield4,2,1,0,2,0
,,South Lyon,1,0,0,0,0
,,Sparta,4,0,0,0,0
,,St. Clair Shores,5,1,0,0,0
,,Sterling Heights,1,0,0,1,0
,,St. Joseph Township,1,0,0,0,0
,,Sturgis,0,0,0,2,0
,,Swartz Creek,2,1,0,0,0
,,Taylor,13,0,1,0,0
,,Tecumseh,3,0,0,0,0
,,Thomas Township,1,0,0,0,0
,,Troy,3,0,0,0,0
,,Van Buren Township,1,0,0,1,0
,,Vassar,3,0,0,0,0
,,Warren,6,2,3,4,0
,,Waterford Township,2,0,1,0,0
,,Wayne,0,0,1,0,0
,,West Bloomfield Township,1,3,0,0,0
,,Westland,4,1,1,0,0
,,White Cloud,2,0,0,0,0
,,White Lake Township,3,0,0,0,0
,,Williamston,1,0,0,0,0
,,Wixom,1,1,0,0,0
,,Wyoming,1,0,0,0,0
,,Ypsilanti,1,0,0,0,0
,Universities and Colleges,,7,3,6,0,0
,,Central Michigan University,1,0,0,0,0
,,Delta College,0,1,0,0,0
,,Eastern Michigan University,0,0,1,0,0
,,Lansing Community College,0,0,1,0,0
,,Oakland Community College,1,0,0,0,0
,,Oakland University,2,1,1,0,0
,,"University of Michigan, Ann Arbor",3,1,3,0,0
,Metropolitan Counties,,25,3,6,2,0
,,Cass,0,1,0,0,0
,,Eaton,1,0,0,0,0
,,Ingham,1,0,1,0,0
,,Kent,2,0,0,0,0
,,Livingston,1,0,0,0,0
,,Macomb,8,1,2,1,0
,,Monroe,1,0,1,0,0
,,Newaygo,2,0,0,0,0
,,Oakland,3,0,0,0,0
,,Ottawa,2,0,0,0,0
,,Saginaw,2,1,0,1,0
,,St. Clair,2,0,2,0,0
,Nonmetropolitan Counties,,6,3,5,3,0
,,Arenac,1,0,0,0,0
,,Baraga,0,1,0,0,0
,,Crawford,0,0,1,0,0
,,Grand Traverse,2,0,1,1,0
,,Keweenaw,1,0,0,0,0
,,Mason,1,0,0,0,0
,,Mecosta,1,0,0,0,0
,,Montcalm,0,0,0,1,0
,,Ogemaw,0,0,1,0,0
,,Tuscola,0,2,1,1,0
,,Wexford,0,0,1,0,0
,State Police Agencies,,4,0,0,0,0
,,State Police:,,,,,
,,Berrien County,1,0,0,0,0
,,Isabella County,1,0,0,0,0
,,Kalamazoo County,2,0,0,0,0
,Other Agencies,,2,3,0,1,0
,,"Huron-Clinton Metropolitan Authority, Stony Creek Metropark",1,1,0,1,0
,,Wayne County Airport,1,2,0,0,0
MINNESOTA,Total,,78,18,27,32,2
,Cities,,73,16,25,32,2
,,Anoka,0,0,0,1,0
,,Bemidji,3,0,0,0,0
,,Blaine,0,0,0,1,0
,,Bloomington,2,0,0,1,0
,,Brooklyn Center,0,0,0,1,0
,,Brooklyn Park,8,1,0,2,0
,,Burnsville,2,0,0,0,0
,,Coon Rapids,1,0,0,1,0
,,Cottage Grove,1,0,0,0,0
,,Eagan,1,1,0,0,0
,,Eden Prairie,1,0,0,1,0
,,Edina,1,1,0,0,0
,,Elk River,4,0,0,1,0
,,Forest Lake,1,0,0,1,0
,,Hibbing,1,0,0,0,0
,,Lakes Area,1,0,0,0,0
,,Lakeville,0,1,1,0,0
,,Mankato,1,0,0,1,0
,,Maplewood,1,0,0,0,0
,,Marshall,0,0,0,1,0
,,Minneapolis,16,4,16,8,1
,,Minnetonka,0,1,0,0,0
,,Montevideo,1,0,0,0,0
,,Moorhead,0,0,1,0,0
,,Mora,1,0,0,0,0
,,New Hope,0,0,0,1,0
,,Northfield,1,0,0,0,0
,,North St. Paul,0,0,1,0,0
,,Oakdale,0,0,1,0,0
,,Plymouth,0,0,0,1,0
,,Red Wing,3,1,0,1,0
,,Rochester,2,0,1,0,0
,,Roseville,0,1,0,0,0
,,Savage,2,0,0,0,0
,,St. Cloud,2,1,1,3,0
,,Stillwater,1,0,0,0,0
,,St. Louis Park,2,1,0,0,1
,,St. Paul,4,3,3,6,0
,,Wheaton,1,0,0,0,0
,,White Bear Lake,5,0,0,0,0
,,Willmar,1,0,0,0,0
,,Woodbury,2,0,0,0,0
,Universities and Colleges,,0,1,0,0,0
,,"University of Minnesota, Twin Cities",0,1,0,0,0
,Metropolitan Counties,,0,0,1,0,0
,,Carver,0,0,1,0,0
,Nonmetropolitan Counties,,5,1,1,0,0
,,Beltrami,3,1,1,0,0
,,Douglas,1,0,0,0,0
,,McLeod,1,0,0,0,0
MISSOURI,Total,,82,12,9,10,1
,Cities,,70,10,7,7,1
,,Aurora,1,0,0,0,0
,,Blue Springs,1,1,0,0,0
,,Bourbon,1,0,0,0,0
,,Cameron,2,0,0,0,0
,,Chillicothe,1,0,0,0,0
,,Dixon,1,0,0,0,0
,,Eldon,1,0,0,0,0
,,Excelsior Springs,1,0,0,0,0
,,Gladstone,1,0,0,0,0
,,Grain Valley,1,0,0,1,0
,,Grandview,1,0,0,0,0
,,Hamilton,0,0,0,1,0
,,Holden,1,0,0,0,0
,,Independence,8,1,0,2,0
,,Jefferson City,0,0,1,0,0
,,Kansas City,4,0,0,0,0
,,Kirksville,2,0,0,0,0
,,Lee's Summit,3,2,1,1,0
,,Marble Hill,1,0,0,0,0
,,Marshall,1,0,0,0,0
,,Monroe City,1,0,0,0,0
,,Nixa,1,0,0,0,0
,,O'Fallon,1,0,0,0,0
,,Peculiar,1,0,0,0,0
,,Richmond,1,0,0,0,0
,,Rolla,4,0,2,0,0
,,Seneca,1,0,0,0,0
,,Sikeston,1,0,0,0,0
,,Springfield,8,3,0,2,1
,,St. John,1,1,0,0,0
,,St. Louis,16,2,3,0,0
,,St. Peters,1,0,0,0,0
,,Warrensburg,1,0,0,0,0
,Universities and Colleges,,4,2,1,0,0
,,University of Missouri:,,,,,
,,Columbia,3,2,1,0,0
,,Kansas City,1,0,0,0,0
,Metropolitan Counties,,8,0,0,3,0
,,St. Charles,4,0,0,1,0
,,St. Louis County Police Department,3,0,0,1,0
,,Warren,1,0,0,1,0
,Nonmetropolitan Counties,,0,0,1,0,0
,,Douglas,0,0,1,0,0
MONTANA,Total,,7,3,6,4,1
,Cities,,5,1,5,2,1
,,Billings,0,0,0,1,0
,,Colstrip,0,0,0,1,0
,,Great Falls,1,0,0,0,0
,,Havre,0,0,1,0,0
,,Helena,3,0,0,0,1
,,Missoula,1,1,4,0,0
,Metropolitan Counties,,1,1,1,0,0
,,Missoula,1,1,1,0,0
,Nonmetropolitan Counties,,1,1,0,2,0
,,Flathead,0,0,0,1,0
,,Lewis and Clark,1,0,0,0,0
,,Ravalli,0,1,0,0,0
,,Silver Bow,0,0,0,1,0
NEBRASKA,Total,,26,2,9,7,0
,Cities,,24,2,9,7,0
,,Fairbury,1,0,0,0,0
,,Hastings,1,0,1,0,0
,,Kearney,4,0,0,1,0
,,Lincoln,15,1,5,1,0
,,Omaha,2,0,2,3,0
,,Papillion,1,1,0,2,0
,,Wahoo,0,0,1,0,0
,Nonmetropolitan Counties,,2,0,0,0,0
,,Platte,1,0,0,0,0
,,Scotts Bluff,1,0,0,0,0
NEVADA,Total,,25,16,8,14,0
,Cities,,21,14,8,14,0
,,Las Vegas Metropolitan Police Department,18,14,6,14,0
,,North Las Vegas,1,0,1,0,0
,,Reno,2,0,1,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Washoe,1,0,0,0,0
,Nonmetropolitan Counties,,2,1,0,0,0
,,Nye,2,1,0,0,0
,Other Agencies,,1,1,0,0,0
,,Washoe County School District,1,1,0,0,0
NEW HAMPSHIRE,Total,,19,11,10,2,1
,Cities,,19,11,10,2,1
,,Auburn,0,0,1,0,0
,,Bow,1,0,0,0,0
,,Concord,2,1,0,0,0
,,Derry,1,0,0,0,0
,,Exeter,1,1,0,0,0
,,Farmington,1,0,1,0,0
,,Hanover,0,0,1,0,0
,,Henniker,2,0,0,0,0
,,Hudson,0,0,0,1,0
,,Keene,0,0,1,1,1
,,Laconia,1,1,0,0,0
,,Lee,0,0,1,0,0
,,Londonderry,0,0,1,0,0
,,Loudon,1,0,0,0,0
,,Merrimack,3,0,0,0,0
,,Milford,0,1,0,0,0
,,Nashua,2,1,0,0,0
,,New Boston,0,1,1,0,0
,,Pembroke,0,1,0,0,0
,,Pittsfield,0,1,0,0,0
,,Portsmouth,1,1,1,0,0
,,Rindge,0,0,1,0,0
,,Rochester,2,1,1,0,0
,,Seabrook,1,0,0,0,0
,,Windham,0,1,0,0,0
NEW JERSEY,Total,,349,245,85,64,5
,Cities,,347,245,85,64,5
,,Aberdeen Township,11,8,10,1,0
,,Absecon,1,0,0,0,0
,,Allenhurst,1,0,0,0,0
,,Allentown,0,0,1,0,0
,,Asbury Park,2,1,2,0,0
,,Atlantic City,2,1,0,0,0
,,Barnegat Township,7,0,0,0,0
,,Bayonne,0,1,1,0,0
,,Bedminster Township,0,1,0,0,0
,,Belleville,0,1,0,0,0
,,Berkeley Township,2,1,0,0,0
,,Berlin Township,1,0,0,0,0
,,Bernards Township,1,0,0,0,0
,,Bloomfield,1,0,0,0,0
,,Bloomingdale,0,0,0,1,0
,,Bound Brook,1,0,0,0,0
,,Bradley Beach,0,0,1,0,0
,,Branchburg Township,0,1,0,0,0
,,Bridgewater Township,0,2,0,0,0
,,Brigantine,1,1,0,0,0
,,Buena,1,0,0,0,0
,,Burlington Township,2,0,0,0,0
,,Caldwell,2,0,0,0,0
,,Camden,1,0,0,0,0
,,Carteret,2,0,0,0,0
,,Cedar Grove Township,3,1,0,1,0
,,Chatham,0,0,1,0,0
,,Chatham Township,1,0,0,0,0
,,Cherry Hill Township,6,1,0,0,0
,,Clifton,1,2,0,0,0
,,Clinton Township,4,0,0,0,0
,,Collingswood,0,3,0,0,0
,,Cranbury Township,0,0,1,0,0
,,Cranford Township,1,0,0,0,0
,,Delanco Township,0,0,1,0,0
,,Denville Township,1,0,0,0,0
,,Deptford Township,2,2,1,0,0
,,Dumont,0,1,0,0,0
,,Dunellen,0,1,0,0,0
,,Eastampton Township,1,0,0,0,0
,,East Brunswick Township,5,6,0,1,0
,,East Greenwich Township,1,0,0,0,0
,,East Hanover Township,1,0,0,0,0
,,East Orange,0,1,0,0,0
,,East Windsor Township,0,0,0,1,0
,,Edison Township,8,6,1,2,0
,,Egg Harbor Township,1,1,0,0,0
,,Elizabeth,0,0,1,2,0
,,Englishtown,0,0,0,1,0
,,Ewing Township,3,0,1,1,0
,,Fair Lawn,2,6,0,0,0
,,Fairview,0,0,0,1,0
,,Franklin Lakes,2,2,0,1,0
,,"Franklin Township, Hunterdon County",2,1,0,0,0
,,"Franklin Township, Somerset County",1,0,0,0,0
,,Freehold,4,1,0,0,0
,,Freehold Township,5,2,1,0,0
,,Galloway Township,2,0,0,1,0
,,Glassboro,4,4,0,0,0
,,Glen Rock,1,0,0,0,0
,,Gloucester Township,6,2,1,0,0
,,Hackensack,1,0,0,0,0
,,Hackettstown,2,0,0,1,0
,,Haddonfield,0,2,0,0,0
,,Haddon Township,3,0,0,0,0
,,"Hamilton Township, Atlantic County",1,2,0,0,0
,,"Hamilton Township, Mercer County",4,4,1,0,0
,,Harding Township,1,1,0,0,0
,,Hardyston Township,1,0,0,0,0
,,Harrison Township,1,3,1,0,0
,,Hawthorne,0,0,1,0,0
,,Hazlet Township,2,1,3,2,0
,,High Bridge,2,0,0,0,0
,,Highland Park,2,1,0,0,0
,,Hightstown,0,1,0,1,0
,,Hillsborough Township,2,10,0,1,0
,,Hoboken,0,1,3,0,0
,,Holmdel Township,0,0,0,1,0
,,Hopatcong,3,0,0,0,0
,,Hopewell Township,0,0,0,1,0
,,Howell Township,12,5,0,3,2
,,Jackson Township,4,3,0,1,0
,,Jersey City,9,0,6,0,0
,,Keansburg,22,3,5,5,0
,,Kinnelon,0,1,0,0,0
,,Lacey Township,5,0,0,0,1
,,Lakehurst,1,1,0,0,0
,,Lakewood Township,12,22,1,1,0
,,Lambertville,1,0,0,0,0
,,Lawrence Township,5,1,1,1,0
,,Lebanon Township,0,1,0,0,0
,,Little Egg Harbor Township,3,4,0,3,0
,,Little Falls Township,6,7,4,0,0
,,Little Ferry,0,0,0,1,0
,,Little Silver,0,0,2,1,0
,,Lodi,1,0,3,2,0
,,Logan Township,1,0,0,0,0
,,Long Beach Township,1,0,0,0,0
,,Lumberton Township,1,0,0,0,0
,,Madison,2,4,0,0,0
,,Magnolia,1,0,0,0,0
,,Mahwah Township,0,1,0,0,0
,,Manalapan Township,3,3,1,1,0
,,Manchester Township,2,4,0,0,0
,,Maple Shade Township,1,0,0,1,0
,,Margate City,0,1,0,0,0
,,Marlboro Township,2,6,1,0,0
,,Medford Lakes,1,0,0,0,0
,,Medford Township,0,1,0,0,0
,,Mendham,0,1,0,0,0
,,Middle Township,3,5,0,0,0
,,Middletown Township,2,0,0,0,0
,,Milltown,1,0,0,0,0
,,Millville,3,0,0,0,0
,,"Monroe Township, Gloucester County",6,1,0,1,0
,,"Monroe Township, Middlesex County",2,5,0,0,0
,,Montclair,3,2,0,0,0
,,Montvale,1,0,0,0,0
,,Montville Township,0,1,0,0,0
,,Moorestown Township,1,0,0,0,0
,,Mount Arlington,1,0,0,0,0
,,Mount Holly Township,1,0,0,0,0
,,Mount Laurel Township,1,0,0,0,0
,,Mount Olive Township,2,2,1,0,0
,,National Park,1,0,0,0,0
,,Neptune City,0,1,0,0,0
,,Neptune Township,4,1,2,0,0
,,Newark,1,0,0,0,0
,,New Brunswick,1,2,5,0,0
,,New Providence,1,0,0,0,0
,,Newton,1,0,0,1,0
,,North Brunswick Township,2,2,1,0,0
,,North Plainfield,0,1,0,0,0
,,North Wildwood,0,0,1,0,0
,,Norwood,0,2,0,0,0
,,Nutley Township,0,0,0,1,0
,,Oakland,1,4,0,1,0
,,Oaklyn,0,0,1,0,0
,,Ocean Gate,1,1,0,0,0
,,"Ocean Township, Monmouth County",0,1,0,0,0
,,Old Bridge Township,0,1,0,0,0
,,Oradell,0,0,0,1,0
,,Oxford Township,1,0,0,0,0
,,Park Ridge,1,0,0,0,0
,,Parsippany-Troy Hills Township,2,2,0,2,0
,,Passaic,3,1,0,1,0
,,Paulsboro,1,0,0,0,0
,,Pennsauken Township,1,0,0,0,0
,,Pennsville Township,0,0,0,1,0
,,Phillipsburg,1,0,1,0,0
,,Pine Hill,2,0,0,0,0
,,Piscataway Township,9,2,0,0,0
,,Plainfield,0,0,0,1,0
,,Plainsboro Township,0,0,0,1,0
,,Pohatcong Township,0,0,0,1,0
,,Point Pleasant,2,0,0,0,0
,,Point Pleasant Beach,3,0,0,1,0
,,Princeton,0,0,1,0,0
,,Prospect Park,0,0,1,0,0
,,Raritan,0,1,0,1,0
,,Raritan Township,2,0,0,0,0
,,Readington Township,1,0,0,0,0
,,Red Bank,1,0,0,0,0
,,Ridgewood,0,1,0,0,0
,,River Vale Township,0,1,0,0,0
,,Rockaway Township,0,1,0,0,0
,,Roselle,1,0,0,0,0
,,Roxbury Township,1,0,0,0,0
,,Runnemede,0,1,0,0,0
,,Rutherford,0,0,0,1,0
,,Salem,1,0,0,0,0
,,Sayreville,2,0,1,0,0
,,Sea Bright,1,0,0,0,0
,,Somerville,0,2,0,0,0
,,South Brunswick Township,5,3,2,1,0
,,South Harrison Township,2,1,0,0,0
,,South Orange,1,3,0,1,0
,,South Plainfield,2,1,0,0,0
,,South River,0,0,0,1,0
,,Spotswood,2,2,0,0,0
,,Springfield,0,2,0,0,0
,,Stafford Township,1,0,0,0,0
,,Stanhope,1,0,0,0,0
,,Teaneck Township,1,6,0,0,0
,,Tinton Falls,2,3,1,0,0
,,Totowa,0,1,0,0,0
,,Trenton,2,0,0,0,0
,,Union Beach,0,1,0,0,0
,,Union City,0,0,3,0,0
,,Union Township,0,2,0,0,0
,,Ventnor City,0,0,1,0,0
,,Vernon Township,0,0,0,1,0
,,Voorhees Township,3,2,0,0,0
,,Wallington,0,1,1,0,0
,,Wanaque,0,0,0,1,0
,,Warren Township,1,2,0,0,0
,,Washington,2,1,0,0,0
,,"Washington Township, Gloucester County",4,4,0,0,0
,,"Washington Township, Mercer County",0,2,0,1,0
,,"Washington Township, Morris County",0,1,0,0,0
,,West Caldwell Township,1,0,0,0,1
,,West Long Branch,1,7,2,0,1
,,Winslow Township,10,0,0,1,0
,,Woodbridge Township,0,0,0,1,0
,,Woodbury,2,0,3,0,0
,State Police Agencies,,2,0,0,0,0
,,State Police:,,,,,
,,Sussex County,1,0,0,0,0
,,Warren County,1,0,0,0,0
